iter	TotalF1	MultiClass
936	0.3051975564	1.706703971
937	0.3051975564	1.706638841
938	0.3051975564	1.706592561
939	0.3051975564	1.70655294
940	0.3051975564	1.706483902
941	0.3052131563	1.706424112
942	0.3052131563	1.706385474
943	0.3052131563	1.706328925
944	0.3051570558	1.706267554
945	0.3051570558	1.706240522
946	0.3051570558	1.706175326
947	0.3051407742	1.706075803
948	0.3051570558	1.70598419
949	0.3051570558	1.70589537
950	0.3064259534	1.705838374
951	0.3064259534	1.705777493
952	0.306421579	1.705705977
953	0.306421579	1.70563244
954	0.306421579	1.705585225
955	0.3064259534	1.70551011
956	0.306421579	1.705449167
957	0.306421579	1.705380917
958	0.306421579	1.705308141
959	0.306421579	1.705263458
960	0.306421579	1.705207929
961	0.306421579	1.7051491
962	0.306421579	1.705059417
963	0.306421579	1.704987282
964	0.306421579	1.704902234
965	0.306421579	1.70483564
966	0.306421579	1.704772769
967	0.3076822533	1.704660953
968	0.3076822533	1.704591189
969	0.3076822533	1.704539232
970	0.3076822533	1.704472927
971	0.3076822533	1.704397478
972	0.3100223637	1.704328346
973	0.3100223637	1.704289666
974	0.3100223637	1.704237001
975	0.3100223637	1.704173607
976	0.310026738	1.704102209
977	0.310026738	1.704046673
978	0.310026738	1.70398822
979	0.3076866276	1.703922932
980	0.3064441845	1.703861037
981	0.3087624185	1.703777568
982	0.3087624185	1.703723913
983	0.3087624185	1.70368068
984	0.3087624185	1.703625857
985	0.310026738	1.703532649
986	0.310026738	1.703473749
987	0.310026738	1.703414601
988	0.3087624185	1.703356423
989	0.3087705186	1.703316268
990	0.3087624185	1.703264137
991	0.3087705186	1.703184791
992	0.3087705186	1.703108295
993	0.3087705186	1.70306268
994	0.3087705186	1.702996327
995	0.3087705186	1.702952376
996	0.3087823352	1.702893987
997	0.3087823352	1.702838594
998	0.308780891	1.702760073
999	0.3087535502	1.702666071
